q,H,metric,mean,lo,hi
0.05,700,stage1,0.4726666666666666,0.4661666666666667,0.4789999999999999
0.05,700,stage2,0.18666666666666665,0.15750000000000003,0.2215
0.05,800,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,800,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,800,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,800,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,800,oracle,0.11016666666666665,0.10416666666666662,0.11616666666666665
0.05,800,stage1,0.4686666666666667,0.46049999999999996,0.4761666666666667
0.05,800,stage2,0.1355,0.12416666666666669,0.14750416666666663
0.05,900,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,900,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,900,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,900,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,900,oracle,0.101,0.094,0.10816666666666666
0.05,900,stage1,0.4725,0.4648333333333333,0.4795
0.05,900,stage2,0.13383333333333336,0.11183333333333333,0.16199999999999998
0.05,1000,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1000,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1000,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1000,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1000,oracle,0.0863333333333333,0.07983333333333335,0.09316666666666663
0.05,1000,stage1,0.4668333333333333,0.4566666666666667,0.47583333333333333
0.05,1000,stage2,0.0973333333333333,0.08866666666666664,0.10633333333333332
0.05,1100,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1100,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1100,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1100,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1100,oracle,0.07349999999999998,0.06633333333333334,0.0813333333333333
0.05,1100,stage1,0.47166666666666657,0.4638333333333333,0.4783333333333334
0.05,1100,stage2,0.08616666666666666,0.07833333333333332,0.09467083333333327
0.05,1200,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1200,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1200,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1200,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1200,oracle,0.06849999999999999,0.06166666666666668,0.07516666666666666
0.05,1200,stage1,0.47200000000000003,0.4626666666666667,0.4803374999999999
0.05,1200,stage2,0.07116666666666666,0.06483333333333334,0.07733333333333334
0.05,1300,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1300,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1300,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1300,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1300,oracle,0.05733333333333334,0.0526666666666667,0.06216666666666667
0.05,1300,stage1,0.461,0.45383333333333326,0.4676666666666666
0.05,1300,stage2,0.06516666666666665,0.060166666666666674,0.07016666666666664
0.05,1400,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1400,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1400,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1400,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1400,oracle,0.05316666666666669,0.04683333333333336,0.059666666666666666
0.05,1400,stage1,0.4701666666666666,0.4603333333333333,0.4789999999999999
0.05,1400,stage2,0.06033333333333333,0.05366666666666665,0.0668333333333333
0.05,1500,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1500,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1500,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1500,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1500,oracle,0.04300000000000001,0.03716666666666669,0.04883749999999998
0.05,1500,stage1,0.4703333333333333,0.46199999999999997,0.4778333333333332
0.05,1500,stage2,0.04950000000000001,0.04432916666666668,0.05500000000000001
0.05,1600,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1600,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1600,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1600,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1600,oracle,0.03833333333333336,0.03383333333333337,0.04300000000000003
0.05,1600,stage1,0.46216666666666667,0.4506666666666667,0.4729999999999999
0.05,1600,stage2,0.04200000000000002,0.037500000000000026,0.04683333333333337
0.05,1700,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1700,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1700,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1700,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1700,oracle,0.035833333333333356,0.031000000000000024,0.04083333333333335
0.05,1700,stage1,0.47366666666666657,0.4653333333333333,0.4809999999999999
0.05,1700,stage2,0.03983333333333336,0.03483333333333336,0.04483333333333337
0.05,1800,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1800,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1800,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1800,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1800,oracle,0.02883333333333336,0.02482916666666669,0.03300000000000003
0.05,1800,stage1,0.46799999999999997,0.4589999999999999,0.4764999999999999
0.05,1800,stage2,0.030666666666666693,0.027000000000000024,0.0346666666666667
0.05,1900,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1900,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,1900,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,1900,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,1900,oracle,0.028500000000000025,0.024666666666666687,0.03283333333333336
0.05,1900,stage1,0.4696666666666667,0.46099999999999997,0.4779999999999999
0.05,1900,stage2,0.030333333333333358,0.026000000000000023,0.035004166666666635
0.05,2000,D_pi,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,2000,D_pi_manual,0.004456106659104652,0.004456106659104652,0.004456106659104652
0.05,2000,Delta_W,0.003999999999999811,0.003999999999999811,0.003999999999999811
0.05,2000,gamma_ps,0.03783185604063465,0.03783185604063465,0.03783185604063465
0.05,2000,oracle,0.02400000000000002,0.020500000000000018,0.02766666666666669
0.05,2000,stage1,0.4696666666666666,0.461,0.4773333333333333
0.05,2000,stage2,0.02683333333333336,0.023333333333333355,0.030500000000000027
0.07,100,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,100,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,100,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,100,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,100,oracle,0.36566666666666664,0.35416666666666663,0.37666666666666665
0.07,100,stage1,0.4713333333333333,0.4626666666666667,0.4795041666666666
0.07,100,stage2,0.4586666666666667,0.4473333333333334,0.4683333333333334
0.07,200,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,200,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,200,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,200,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,200,oracle,0.2973333333333334,0.28450000000000003,0.3103333333333333
0.07,200,stage1,0.4721666666666666,0.4636666666666667,0.4799999999999999
0.07,200,stage2,0.4308333333333334,0.41166666666666657,0.44817083333333324
0.07,300,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,300,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,300,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,300,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,300,oracle,0.252,0.24266666666666667,0.2611666666666667
0.07,300,stage1,0.475,0.46900000000000003,0.481
0.07,300,stage2,0.3911666666666667,0.36449999999999994,0.416
0.07,400,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,400,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,400,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,400,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,400,oracle,0.20600000000000004,0.19633333333333336,0.2158375
0.07,400,stage1,0.47183333333333327,0.4614958333333333,0.4801666666666666
0.07,400,stage2,0.329,0.2995,0.3598333333333333
0.07,500,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,500,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,500,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,500,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,500,oracle,0.1701666666666667,0.16266666666666668,0.17816666666666667
0.07,500,stage1,0.46599999999999997,0.45699583333333327,0.47433333333333333
0.07,500,stage2,0.26233333333333336,0.2366666666666667,0.28933333333333333
0.07,600,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,600,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,600,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,600,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,600,oracle,0.1506666666666667,0.14016666666666666,0.16066666666666668
0.07,600,stage1,0.47349999999999987,0.46483333333333327,0.4815
0.07,600,stage2,0.21533333333333332,0.1885,0.24650833333333327
0.07,700,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,700,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,700,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,700,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,700,oracle,0.12599999999999997,0.11566666666666667,0.13633333333333333
0.07,700,stage1,0.4709999999999999,0.4623333333333334,0.479
0.07,700,stage2,0.1901666666666667,0.158,0.22983333333333336
0.07,800,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,800,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,800,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,800,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,800,oracle,0.1158333333333333,0.10999583333333329,0.12216666666666667
0.07,800,stage1,0.46616666666666673,0.45783333333333337,0.474
0.07,800,stage2,0.16666666666666666,0.14083333333333334,0.19867083333333327
0.07,900,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,900,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,900,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,900,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,900,oracle,0.10166666666666664,0.09416666666666666,0.10933333333333331
0.07,900,stage1,0.4723333333333333,0.4653333333333333,0.479
0.07,900,stage2,0.11800000000000002,0.11,0.126
0.07,1000,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1000,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1000,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1000,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1000,oracle,0.07299999999999997,0.068,0.0778333333333333
0.07,1000,stage1,0.4786666666666667,0.47333333333333333,0.4836666666666666
0.07,1000,stage2,0.11750000000000001,0.08816666666666666,0.15766666666666668
0.07,1100,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1100,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1100,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1100,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1100,oracle,0.07149999999999998,0.06416249999999998,0.07866666666666665
0.07,1100,stage1,0.46249999999999997,0.451,0.47283333333333316
0.07,1100,stage2,0.08816666666666663,0.0785,0.09999999999999996
0.07,1200,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1200,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1200,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1200,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1200,oracle,0.06133333333333333,0.056333333333333346,0.06666666666666665
0.07,1200,stage1,0.4679999999999999,0.4585,0.4771666666666666
0.07,1200,stage2,0.07083333333333332,0.06549999999999999,0.07617083333333328
0.07,1300,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1300,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1300,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1300,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1300,oracle,0.05316666666666669,0.04750000000000001,0.058666666666666686
0.07,1300,stage1,0.46449999999999997,0.45799583333333327,0.47166666666666657
0.07,1300,stage2,0.06949999999999999,0.05566249999999998,0.09183333333333331
0.07,1400,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1400,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1400,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1400,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1400,oracle,0.0476666666666667,0.04233333333333336,0.05316666666666669
0.07,1400,stage1,0.4678333333333332,0.45783333333333326,0.47649999999999987
0.07,1400,stage2,0.05000000000000002,0.044000000000000025,0.05633333333333336
0.07,1500,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1500,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1500,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1500,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1500,oracle,0.044500000000000026,0.038333333333333365,0.05100000000000002
0.07,1500,stage1,0.4688333333333334,0.46083333333333343,0.4766666666666667
0.07,1500,stage2,0.04683333333333338,0.04133333333333336,0.053166666666666716
0.07,1600,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1600,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1600,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1600,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1600,oracle,0.03783333333333336,0.03300000000000003,0.04266666666666671
0.07,1600,stage1,0.4701666666666666,0.46216666666666667,0.4774999999999999
0.07,1600,stage2,0.04350000000000003,0.038000000000000034,0.04950000000000002
0.07,1700,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1700,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1700,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1700,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1700,oracle,0.03016666666666669,0.025500000000000023,0.034833333333333355
0.07,1700,stage1,0.4631666666666666,0.4548333333333333,0.47133333333333327
0.07,1700,stage2,0.035500000000000025,0.03150000000000003,0.03950000000000003
0.07,1800,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1800,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1800,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1800,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1800,oracle,0.03133333333333336,0.026500000000000024,0.03666666666666669
0.07,1800,stage1,0.46866666666666656,0.459,0.4768333333333333
0.07,1800,stage2,0.03400000000000003,0.02933333333333336,0.03883749999999998
0.07,1900,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1900,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,1900,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,1900,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,1900,oracle,0.02783333333333336,0.023166666666666686,0.03283333333333336
0.07,1900,stage1,0.46783333333333327,0.45949999999999996,0.4756666666666666
0.07,1900,stage2,0.03183333333333336,0.026500000000000024,0.0371666666666667
0.07,2000,D_pi,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,2000,D_pi_manual,0.004456106659104857,0.004456106659104857,0.004456106659104857
0.07,2000,Delta_W,0.0040000000000001935,0.0040000000000001935,0.0040000000000001935
0.07,2000,gamma_ps,0.049807361265774786,0.049807361265774786,0.049807361265774786
0.07,2000,oracle,0.02683333333333336,0.02316250000000002,0.030500000000000027
0.07,2000,stage1,0.46649999999999997,0.4589999999999999,0.4738333333333333
0.07,2000,stage2,0.029500000000000026,0.025500000000000023,0.0336666666666667
0.09,100,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,100,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,100,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,100,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,100,oracle,0.365,0.35266666666666674,0.37616666666666665
0.09,100,stage1,0.4756666666666666,0.4668333333333333,0.4833333333333333
0.09,100,stage2,0.46366666666666656,0.4513333333333333,0.47433333333333333
0.09,200,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,200,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,200,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,200,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,200,oracle,0.29583333333333334,0.2855,0.30533333333333335
0.09,200,stage1,0.4734999999999999,0.46633333333333327,0.4805
0.09,200,stage2,0.4196666666666666,0.39899999999999997,0.4385
0.09,300,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,300,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,300,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,300,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,300,oracle,0.24916666666666665,0.23749999999999996,0.2618333333333333
0.09,300,stage1,0.476,0.4698333333333334,0.4818333333333333
0.09,300,stage2,0.3868333333333334,0.36066666666666675,0.4118333333333334
0.09,400,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,400,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,400,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,400,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,400,oracle,0.2008333333333333,0.19050000000000003,0.21116666666666664
0.09,400,stage1,0.46566666666666656,0.4580000000000001,0.47300000000000003
0.09,400,stage2,0.29533333333333334,0.271,0.3221666666666666
0.09,500,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,500,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,500,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,500,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,500,oracle,0.16883333333333334,0.15849999999999997,0.17900000000000002
0.09,500,stage1,0.47416666666666657,0.46699999999999997,0.48083333333333333
0.09,500,stage2,0.24150000000000002,0.21682916666666663,0.269
0.09,600,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,600,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,600,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,600,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,600,oracle,0.13899999999999998,0.13066666666666665,0.14783333333333334
0.09,600,stage1,0.4713333333333333,0.4628291666666666,0.4788333333333333
0.09,600,stage2,0.2136666666666667,0.18000000000000005,0.25266666666666665
0.09,700,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,700,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,700,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,700,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,700,oracle,0.12233333333333334,0.11333333333333333,0.13066666666666665
0.09,700,stage1,0.4729999999999999,0.4646666666666667,0.4808333333333332
0.09,700,stage2,0.1588333333333333,0.14266666666666666,0.17716666666666667
0.09,800,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,800,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,800,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,800,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,800,oracle,0.11416666666666668,0.1055,0.12300000000000001
0.09,800,stage1,0.4768333333333333,0.4681666666666667,0.48449999999999993
0.09,800,stage2,0.1335,0.12016666666666669,0.14683749999999998
0.09,900,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,900,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,900,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,900,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,900,oracle,0.09299999999999997,0.084,0.10200000000000002
0.09,900,stage1,0.4723333333333334,0.4656666666666666,0.4788333333333333
0.09,900,stage2,0.10533333333333332,0.09666666666666664,0.11399999999999998
0.09,1000,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1000,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1000,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1000,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1000,oracle,0.07999999999999999,0.07166666666666667,0.08849999999999998
0.09,1000,stage1,0.4773333333333332,0.4706666666666666,0.4835
0.09,1000,stage2,0.10349999999999998,0.08866666666666667,0.12466666666666665
0.09,1100,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1100,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1100,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1100,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1100,oracle,0.06483333333333334,0.057666666666666665,0.07199999999999998
0.09,1100,stage1,0.4729999999999999,0.46483333333333327,0.48017083333333327
0.09,1100,stage2,0.08133333333333331,0.07266666666666666,0.09033333333333331
0.09,1200,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1200,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1200,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1200,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1200,oracle,0.06149999999999999,0.05566666666666669,0.06750000000000002
0.09,1200,stage1,0.47233333333333327,0.465,0.4795
0.09,1200,stage2,0.06816666666666667,0.06199999999999999,0.07483333333333331
0.09,1300,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1300,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1300,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1300,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1300,oracle,0.05766666666666668,0.05150000000000004,0.06383749999999996
0.09,1300,stage1,0.4715,0.46249999999999997,0.4794999999999999
0.09,1300,stage2,0.0615,0.05500000000000002,0.068
0.09,1400,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
