q,H,metric,mean,lo,hi
0.09,1400,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1400,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1400,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1400,oracle,0.04733333333333336,0.04200000000000004,0.052500000000000026
0.09,1400,stage1,0.4699999999999999,0.46,0.4791666666666666
0.09,1400,stage2,0.050333333333333355,0.044666666666666716,0.05650416666666663
0.09,1500,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1500,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1500,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1500,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1500,oracle,0.04400000000000001,0.038000000000000034,0.05000000000000001
0.09,1500,stage1,0.4693333333333334,0.4628333333333334,0.47550000000000003
0.09,1500,stage2,0.05100000000000002,0.0436666666666667,0.05933333333333334
0.09,1600,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1600,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1600,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1600,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1600,oracle,0.03833333333333336,0.03350000000000002,0.043333333333333356
0.09,1600,stage1,0.4689999999999999,0.45749999999999996,0.4788333333333333
0.09,1600,stage2,0.043500000000000025,0.038000000000000034,0.0486666666666667
0.09,1700,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1700,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1700,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1700,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1700,oracle,0.03266666666666669,0.02750000000000002,0.038000000000000034
0.09,1700,stage1,0.4715,0.463,0.47916666666666663
0.09,1700,stage2,0.03650000000000002,0.03166666666666669,0.041500000000000016
0.09,1800,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1800,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1800,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1800,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1800,oracle,0.026500000000000024,0.02250000000000002,0.030500000000000027
0.09,1800,stage1,0.4721666666666667,0.46383333333333343,0.4796666666666667
0.09,1800,stage2,0.029833333333333358,0.025000000000000022,0.03500000000000002
0.09,1900,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1900,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,1900,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,1900,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,1900,oracle,0.022333333333333354,0.019000000000000017,0.02616666666666669
0.09,1900,stage1,0.4634999999999999,0.4548333333333333,0.4718333333333333
0.09,1900,stage2,0.025000000000000022,0.02100000000000002,0.029000000000000026
0.09,2000,D_pi,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,2000,D_pi_manual,0.0044561066591047305,0.0044561066591047305,0.0044561066591047305
0.09,2000,Delta_W,0.003999999999999934,0.003999999999999934,0.003999999999999934
0.09,2000,gamma_ps,0.059930568610991664,0.059930568610991664,0.059930568610991664
0.09,2000,oracle,0.020500000000000018,0.01716666666666668,0.02400000000000002
0.09,2000,stage1,0.4568333333333333,0.44549999999999995,0.46699999999999997
0.09,2000,stage2,0.021833333333333354,0.017500000000000016,0.02616666666666669
0.1,100,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,100,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,100,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,100,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,100,oracle,0.3603333333333334,0.34800000000000003,0.37349999999999994
0.1,100,stage1,0.4706666666666666,0.4633291666666666,0.4775
0.1,100,stage2,0.45150000000000007,0.439,0.46299999999999997
0.1,200,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,200,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,200,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,200,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,200,oracle,0.29300000000000004,0.28366666666666673,0.30216666666666664
0.1,200,stage1,0.4718333333333333,0.4623333333333334,0.48016666666666663
0.1,200,stage2,0.43366666666666664,0.4133333333333333,0.45333749999999995
0.1,300,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,300,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,300,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,300,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,300,oracle,0.2401666666666667,0.23083333333333336,0.24983333333333332
0.1,300,stage1,0.47133333333333316,0.462,0.4793333333333333
0.1,300,stage2,0.3799999999999999,0.35783333333333345,0.40283333333333343
0.1,400,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,400,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,400,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,400,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,400,oracle,0.19699999999999998,0.18783333333333338,0.2065
0.1,400,stage1,0.4764999999999999,0.4703333333333334,0.48200000000000004
0.1,400,stage2,0.3393333333333332,0.3091625,0.36950416666666663
0.1,500,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,500,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,500,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,500,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,500,oracle,0.1645,0.15483333333333335,0.17383333333333334
0.1,500,stage1,0.4656666666666666,0.45516666666666666,0.47516666666666657
0.1,500,stage2,0.24816666666666667,0.21816666666666668,0.2815041666666666
0.1,600,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,600,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,600,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,600,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,600,oracle,0.14200000000000002,0.13366666666666666,0.1505
0.1,600,stage1,0.47683333333333333,0.46983333333333327,0.48299999999999993
0.1,600,stage2,0.211,0.18216666666666667,0.24450833333333324
0.1,700,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,700,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,700,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,700,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,700,oracle,0.12416666666666666,0.11583333333333333,0.13266666666666668
0.1,700,stage1,0.46249999999999997,0.45466666666666655,0.47
0.1,700,stage2,0.1716666666666667,0.15033333333333335,0.19866666666666663
0.1,800,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,800,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,800,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,800,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,800,oracle,0.11066666666666665,0.10549999999999997,0.1158333333333333
0.1,800,stage1,0.4731666666666667,0.46549999999999997,0.4803333333333333
0.1,800,stage2,0.14183333333333334,0.13166666666666665,0.15399999999999997
0.1,900,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,900,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,900,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,900,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,900,oracle,0.09399999999999999,0.08666666666666666,0.10133333333333332
0.1,900,stage1,0.4703333333333334,0.46249999999999986,0.47766666666666663
0.1,900,stage2,0.10733333333333332,0.09683333333333331,0.11766666666666667
0.1,1000,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1000,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1000,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1000,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1000,oracle,0.08466666666666664,0.07866666666666665,0.09016666666666663
0.1,1000,stage1,0.4693333333333333,0.4591666666666667,0.47833333333333333
0.1,1000,stage2,0.0993333333333333,0.09283333333333331,0.10633333333333334
0.1,1100,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1100,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1100,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1100,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1100,oracle,0.07149999999999998,0.06533333333333333,0.0778333333333333
0.1,1100,stage1,0.4703333333333334,0.46333333333333326,0.4771666666666667
0.1,1100,stage2,0.09799999999999999,0.0775,0.12483333333333332
0.1,1200,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1200,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1200,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1200,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1200,oracle,0.05933333333333334,0.05350000000000001,0.06549999999999999
0.1,1200,stage1,0.4721666666666667,0.46416666666666667,0.4795
0.1,1200,stage2,0.07099999999999998,0.06199999999999999,0.0818333333333333
0.1,1300,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1300,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1300,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1300,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1300,oracle,0.05266666666666668,0.04750000000000003,0.05783333333333334
0.1,1300,stage1,0.4708333333333333,0.4638333333333333,0.47733333333333333
0.1,1300,stage2,0.06000000000000001,0.05400000000000002,0.06583333333333334
0.1,1400,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1400,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1400,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1400,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1400,oracle,0.0511666666666667,0.04633333333333335,0.05666666666666668
0.1,1400,stage1,0.4711666666666666,0.464,0.4778333333333332
0.1,1400,stage2,0.05566666666666668,0.05066666666666668,0.0605
0.1,1500,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1500,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1500,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1500,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1500,oracle,0.0441666666666667,0.039000000000000035,0.049166666666666685
0.1,1500,stage1,0.4721666666666666,0.46266666666666656,0.4808375
0.1,1500,stage2,0.050833333333333376,0.04533333333333337,0.05633333333333336
0.1,1600,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1600,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1600,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1600,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1600,oracle,0.038666666666666696,0.03366666666666669,0.04400000000000002
0.1,1600,stage1,0.46199999999999997,0.4513333333333333,0.47183333333333327
0.1,1600,stage2,0.041000000000000036,0.036833333333333364,0.04533333333333336
0.1,1700,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1700,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1700,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1700,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1700,oracle,0.034500000000000024,0.030500000000000027,0.038666666666666696
0.1,1700,stage1,0.47,0.4608291666666666,0.47849999999999987
0.1,1700,stage2,0.03766666666666671,0.0326666666666667,0.042333333333333376
0.1,1800,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1800,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1800,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1800,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1800,oracle,0.02816666666666669,0.024666666666666687,0.03150000000000003
0.1,1800,stage1,0.4645,0.4515,0.4758333333333332
0.1,1800,stage2,0.03350000000000002,0.029666666666666692,0.037500000000000026
0.1,1900,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1900,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,1900,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,1900,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,1900,oracle,0.025500000000000023,0.021833333333333354,0.02916666666666669
0.1,1900,stage1,0.4646666666666666,0.45483333333333337,0.4738333333333332
0.1,1900,stage2,0.030000000000000027,0.025833333333333357,0.03433333333333336
0.1,2000,D_pi,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,2000,D_pi_manual,0.004456106659104638,0.004456106659104638,0.004456106659104638
0.1,2000,Delta_W,0.003999999999999841,0.003999999999999841,0.003999999999999841
0.1,2000,gamma_ps,0.06433426040261492,0.06433426040261492,0.06433426040261492
0.1,2000,oracle,0.024166666666666687,0.020666666666666684,0.028000000000000025
0.1,2000,stage1,0.4641666666666666,0.4548333333333333,0.4726666666666666
0.1,2000,stage2,0.02566666666666669,0.02150000000000002,0.030000000000000027
0.2,100,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,100,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,100,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,100,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,100,oracle,0.35533333333333333,0.3443333333333333,0.36583333333333334
0.2,100,stage1,0.47200000000000003,0.4646666666666667,0.4793333333333332
0.2,100,stage2,0.453,0.4404958333333333,0.46466666666666673
0.2,200,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,200,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,200,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,200,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,200,oracle,0.2823333333333334,0.2721666666666667,0.2930000000000001
0.2,200,stage1,0.4788333333333333,0.47200000000000003,0.4851666666666666
0.2,200,stage2,0.4275,0.41099999999999987,0.4443333333333333
0.2,300,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,300,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,300,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,300,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,300,oracle,0.22999999999999998,0.22,0.24016666666666664
0.2,300,stage1,0.47283333333333327,0.46483333333333327,0.48017083333333327
0.2,300,stage2,0.39633333333333326,0.3733291666666666,0.4185
0.2,400,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,400,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,400,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,400,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,400,oracle,0.19733333333333333,0.18766249999999993,0.20666666666666664
0.2,400,stage1,0.4776666666666667,0.4716666666666666,0.48316666666666663
0.2,400,stage2,0.3434999999999999,0.3065,0.3811666666666666
0.2,500,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,500,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,500,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,500,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,500,oracle,0.16566666666666666,0.15800000000000003,0.17283333333333334
0.2,500,stage1,0.47050000000000003,0.4621666666666666,0.4781666666666667
0.2,500,stage2,0.287,0.2461666666666667,0.32966666666666666
0.2,600,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,600,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,600,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,600,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,600,oracle,0.14000000000000004,0.13099999999999998,0.14850000000000002
0.2,600,stage1,0.4643333333333333,0.455,0.47349999999999987
0.2,600,stage2,0.17483333333333337,0.15483333333333335,0.20150416666666665
0.2,700,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,700,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,700,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,700,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,700,oracle,0.11916666666666667,0.11183333333333331,0.12633333333333335
0.2,700,stage1,0.46633333333333327,0.45666666666666667,0.47483749999999997
0.2,700,stage2,0.14450000000000002,0.13333333333333333,0.15616666666666668
0.2,800,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,800,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,800,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,800,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,800,oracle,0.10849999999999999,0.10216666666666664,0.11549999999999998
0.2,800,stage1,0.4619999999999999,0.45366666666666666,0.47066666666666657
0.2,800,stage2,0.14966666666666667,0.12600000000000003,0.18016666666666667
0.2,900,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,900,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,900,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,900,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,900,oracle,0.09483333333333331,0.08816666666666666,0.10116666666666665
0.2,900,stage1,0.4571666666666667,0.4449958333333333,0.4681666666666666
0.2,900,stage2,0.11149999999999999,0.10216666666666666,0.12083333333333333
0.2,1000,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1000,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1000,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1000,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1000,oracle,0.07416666666666666,0.06866666666666667,0.07933333333333331
0.2,1000,stage1,0.44783333333333336,0.4349958333333333,0.4591666666666666
0.2,1000,stage2,0.09716666666666664,0.08299999999999999,0.11983333333333329
0.2,1100,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1100,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1100,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1100,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1100,oracle,0.06949999999999998,0.06333333333333334,0.07549999999999997
0.2,1100,stage1,0.46049999999999996,0.44799583333333326,0.4713333333333333
0.2,1100,stage2,0.09566666666666666,0.07616666666666667,0.1276708333333333
0.2,1200,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1200,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1200,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1200,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1200,oracle,0.06316666666666665,0.05733333333333334,0.06866666666666665
0.2,1200,stage1,0.4548333333333333,0.4438333333333333,0.4645
0.2,1200,stage2,0.0985,0.06699999999999999,0.14183333333333334
0.2,1300,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1300,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1300,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1300,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1300,oracle,0.056333333333333346,0.05083333333333336,0.061833333333333323
0.2,1300,stage1,0.449,0.43666666666666665,0.46066666666666667
0.2,1300,stage2,0.059666666666666666,0.05416666666666669,0.06549999999999997
0.2,1400,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1400,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1400,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1400,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1400,oracle,0.04900000000000004,0.04400000000000004,0.05400000000000002
0.2,1400,stage1,0.45233333333333337,0.44016666666666665,0.4641666666666665
0.2,1400,stage2,0.0545,0.04933333333333336,0.05916666666666668
0.2,1500,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1500,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1500,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1500,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1500,oracle,0.042500000000000024,0.037833333333333365,0.04700000000000002
0.2,1500,stage1,0.4444999999999999,0.43166666666666664,0.4560041666666667
0.2,1500,stage2,0.04683333333333335,0.04300000000000002,0.05083333333333336
0.2,1600,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1600,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1600,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1600,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1600,oracle,0.035500000000000025,0.030333333333333358,0.041000000000000016
0.2,1600,stage1,0.441,0.42666666666666675,0.4535041666666666
0.2,1600,stage2,0.037666666666666675,0.03316666666666669,0.04266666666666669
0.2,1700,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1700,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1700,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1700,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1700,oracle,0.02833333333333336,0.024666666666666687,0.03200000000000003
0.2,1700,stage1,0.43166666666666653,0.4168333333333333,0.4471666666666666
0.2,1700,stage2,0.029666666666666692,0.025166666666666688,0.03450000000000004
0.2,1800,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1800,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1800,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1800,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1800,oracle,0.029000000000000026,0.025333333333333357,0.03283333333333336
0.2,1800,stage1,0.424,0.40516666666666673,0.4411666666666667
0.2,1800,stage2,0.029333333333333357,0.024833333333333357,0.034333333333333355
0.2,1900,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1900,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,1900,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,1900,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,1900,oracle,0.020333333333333353,0.01633333333333335,0.024833333333333357
0.2,1900,stage1,0.4363333333333334,0.42250000000000004,0.44949999999999996
0.2,1900,stage2,0.023166666666666686,0.01883333333333335,0.028000000000000025
0.2,2000,D_pi,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,2000,D_pi_manual,0.004456106659104731,0.004456106659104731,0.004456106659104731
0.2,2000,Delta_W,0.003999999999999964,0.003999999999999964,0.003999999999999964
0.2,2000,gamma_ps,0.09089318268832614,0.09089318268832614,0.09089318268832614
0.2,2000,oracle,0.024500000000000022,0.020166666666666683,0.029000000000000026
0.2,2000,stage1,0.4399999999999999,0.42300000000000004,0.45566666666666666
0.2,2000,stage2,0.026000000000000023,0.02150000000000002,0.0306708333333333
